outcome,state_sample,edu_sample,age_sample,pre_period,ctrl_demo,ctrl_unemp,ctrl_mw,tau,se,ci_lower,ci_upper,n_obs,pre_mean,significant
employed_y,No EITC Change,All Education,Age 20-49,Excl. 2010-11,0,1,0,.11795003,.40728545,-.68032944,.91622949,681382,74.420486,0
employed_y,No EITC Change,All Education,Age 20-49,Excl. 2010-11,1,0,0,.01761394,.316461,-.60264963,.63787746,681382,74.420486,0
employed_y,No EITC Change,All Education,Age 20-49,Excl. 2010-11,0,0,0,.27913302,.32046863,-.34898549,.90725154,681382,74.420486,0
employed_y,No EITC Change,Low Education,Age 20-64,Excl. 2010-11,1,1,1,-.39209962,.46955019,-1.312418,.52821875,513028,68.832588,0
employed_y,No EITC Change,Low Education,Age 20-64,Excl. 2010-11,0,1,1,-.82532454,.60964084,-2.0202208,.36957157,678400,68.832588,0
employed_y,No EITC Change,Low Education,Age 20-64,Excl. 2010-11,1,0,1,-.42608926,.3092874,-1.0322926,.18011403,513028,68.832588,0
employed_y,No EITC Change,Low Education,Age 20-64,Excl. 2010-11,0,0,1,-.37070602,.48266202,-1.3167236,.57531154,678400,68.832588,0
employed_y,No EITC Change,Low Education,Age 20-64,Excl. 2010-11,1,1,0,.18033285,.46596673,-.73296195,1.0936277,513028,68.832588,0
employed_y,No EITC Change,Low Education,Age 20-64,Excl. 2010-11,0,1,0,-.26798522,.51939392,-1.2859973,.75002688,678400,68.832588,0
employed_y,No EITC Change,Low Education,Age 20-64,Excl. 2010-11,1,0,0,.21558724,.41935131,-.60634136,1.0375159,513028,68.832588,0
employed_y,No EITC Change,Low Education,Age 20-64,Excl. 2010-11,0,0,0,.39036834,.45557833,-.50256521,1.2833018,678400,68.832588,0
employed_y,No EITC Change,Low Education,Age 20-49,Excl. 2010-11,1,1,1,-.30922005,.59231669,-1.4701607,.85172063,408840,69.430244,0
employed_y,No EITC Change,Low Education,Age 20-49,Excl. 2010-11,0,1,1,-.28859603,.57261586,-1.4109231,.83373111,408840,69.430244,0
employed_y,No EITC Change,Low Education,Age 20-49,Excl. 2010-11,1,0,1,-.35765335,.40704119,-1.155454,.4401474,408840,69.430244,0
employed_y,No EITC Change,Low Education,Age 20-49,Excl. 2010-11,0,0,1,-.2513274,.4025332,-1.0402925,.53763771,408840,69.430244,0
employed_y,No EITC Change,Low Education,Age 20-49,Excl. 2010-11,1,1,0,.41276345,.48324704,-.53440076,1.3599277,408840,69.430244,0
employed_y,No EITC Change,Low Education,Age 20-49,Excl. 2010-11,0,1,0,.72156024,.59750766,-.44955477,1.8926752,408840,69.430244,0
employed_y,No EITC Change,Low Education,Age 20-49,Excl. 2010-11,1,0,0,.44976372,.37636837,-.2879183,1.1874458,408840,69.430244,0
employed_y,No EITC Change,Low Education,Age 20-49,Excl. 2010-11,0,0,0,.90984797,.40162581,.12266142,1.6970346,408840,69.430244,1
